record_id,qwen_class,dinov2_class,second_best_class,hybrid_class,confidence,policy,reason,changed
val_img2_pred20,defect_broken,defect_broken,insulator_ok,defect_broken,0.3452916034539493,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img2_pred21,defect_broken,insulator_ok,defect_broken,insulator_ok,0.3467450472243757,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img2_pred22,insulator_ok,defect_broken,insulator_ok,defect_broken,0.3448403167695008,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img2_pred23,defect_flashover,defect_broken,insulator_ok,defect_broken,0.3458784579708772,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img2_pred24,defect_broken,insulator_ok,defect_broken,insulator_ok,0.3503975431128742,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img3_pred1,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3445514422404308,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img3_pred2,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3451650304537629,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img3_pred3,unknown,defect_flashover,insulator_ok,insulator_ok,0.3449278670470121,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img3_pred4,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.349206493657938,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img3_pred5,defect_broken,defect_flashover,insulator_ok,insulator_ok,0.3367910981153778,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img3_pred6,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3414239329822271,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img3_pred7,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3426552148551227,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img3_pred8,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3386622609391418,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img3_pred9,defect_broken,insulator_ok,defect_flashover,insulator_ok,0.3364751555575401,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img3_pred10,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3500720789760419,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img3_pred11,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3410345734166843,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img3_pred12,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3377217308034911,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img3_pred13,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3445173041667052,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img3_pred14,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3479167590400926,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img3_pred15,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3444544988173933,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img3_pred16,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3479621135429641,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img3_pred17,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.3358845750183992,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img3_pred18,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.3376229088743088,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img3_pred19,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3379065717366449,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img4_pred1,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3338705540910469,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img4_pred2,defect_flashover,defect_broken,defect_flashover,defect_broken,0.3355107116169709,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img4_pred3,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.3517384070937724,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img4_pred4,defect_flashover,defect_broken,insulator_ok,defect_broken,0.3354447696982023,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img4_pred5,defect_flashover,insulator_ok,defect_broken,insulator_ok,0.3353402652356664,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img4_pred6,defect_flashover,defect_broken,insulator_ok,defect_broken,0.334111059482275,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img5_pred1,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.344288543118908,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img5_pred2,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.3653791142481156,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img5_pred3,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3493257213785969,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img5_pred4,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3485075607839409,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img5_pred5,unknown,defect_flashover,insulator_ok,defect_flashover,0.3566214138552985,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img5_pred6,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3510278150855424,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img5_pred7,unknown,defect_flashover,insulator_ok,insulator_ok,0.3479512184656094,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img5_pred8,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3396415150257929,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img5_pred9,unknown,defect_flashover,insulator_ok,defect_flashover,0.3627416281472964,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img5_pred10,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3520483811181899,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img5_pred11,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3643157123245494,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img5_pred12,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.3703495042216878,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img5_pred13,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3615722931609233,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img5_pred14,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3543682926597755,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img5_pred15,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3506637557229413,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred1,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3671599609066845,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred2,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3691472781132865,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred3,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3696141418893532,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred4,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3524724997522478,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred5,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3605731771356733,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred6,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3469099497366559,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img6_pred7,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3643218013299313,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred8,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.365700997126448,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred9,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3642317996179873,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred10,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3623422488424689,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred11,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.3619472218778977,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred12,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3567589438641574,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred13,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3654799066344788,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred14,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3686760616269615,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred15,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.3512335969714173,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred16,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3660363006820521,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred17,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.354747320453344,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred18,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3639861242036118,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred19,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3472350961205308,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img6_pred20,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3683716208205595,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred21,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3613447072288363,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred22,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.363317470696286,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred23,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.3612945678176079,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred24,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3645013854932732,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred25,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3616068394687148,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred26,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3487470123136381,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img6_pred27,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3629168088221187,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred28,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.346170239032614,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img6_pred29,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3477545031818165,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img6_pred30,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3641742777818529,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred31,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3573903888232836,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred32,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.3609626940214344,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred33,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3657969027732143,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred34,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.347295654237602,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img6_pred35,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3423870424424038,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img6_pred36,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.3588769700556362,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred37,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3447224795517148,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img6_pred38,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3413402268470727,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img6_pred39,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3538054433011808,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred40,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3534676084590785,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred41,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3614938735409398,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred42,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3628645251369602,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img6_pred43,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3512635003286416,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img6_pred44,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3498679330586766,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img6_pred45,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3452881348521867,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img6_pred46,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3661703104010905,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img7_pred1,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.3530431494936992,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img7_pred2,defect_flashover,defect_broken,insulator_ok,defect_broken,0.3419139498050091,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img7_pred3,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.3490741891026526,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img7_pred4,unknown,insulator_ok,defect_broken,insulator_ok,0.349576458164084,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img7_pred5,defect_flashover,defect_broken,defect_flashover,defect_broken,0.3373511792717553,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img7_pred6,defect_flashover,defect_broken,defect_flashover,defect_broken,0.3384301966155363,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img7_pred7,defect_flashover,insulator_ok,defect_broken,insulator_ok,0.3419839962844371,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img7_pred8,defect_broken,defect_flashover,defect_broken,defect_broken,0.3380300003215932,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img7_pred9,defect_broken,insulator_ok,defect_broken,insulator_ok,0.3351657646736574,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img7_pred10,defect_flashover,defect_broken,insulator_ok,defect_broken,0.3378067813274023,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img7_pred11,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.3481574858965046,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img7_pred12,insulator_ok,defect_broken,insulator_ok,defect_broken,0.3413850944466867,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img7_pred13,defect_broken,insulator_ok,defect_broken,insulator_ok,0.3515831346332773,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img7_pred14,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.3515674313507842,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img7_pred15,defect_flashover,defect_broken,insulator_ok,defect_broken,0.3410226606045357,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred1,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3601627682132018,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred2,defect_broken,defect_flashover,insulator_ok,insulator_ok,0.3449937412415659,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred3,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3473836578235835,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img8_pred4,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3405637622818983,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred5,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3541804748131117,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred6,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.35539382042897,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred7,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.3614774839366851,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred8,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3581889568858889,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred9,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3461134682504427,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred10,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3474554278106979,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred11,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3468895808832924,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred12,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3570687461754068,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred13,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3475055931107228,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img8_pred14,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.358646960163682,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred15,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.3561600653132446,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred16,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.3507055337692527,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred17,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.3513019129943887,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred18,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3526811974590706,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred19,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3569119250958813,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred20,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3534034244848872,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred21,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3488643878693425,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred22,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3570409989458335,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred23,unknown,defect_flashover,insulator_ok,defect_flashover,0.3553445102671824,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred24,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3527598369904424,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred25,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3463193813100937,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
