record_id,qwen_class,dinov2_class,hybrid_class,confidence,changed
val_img6_pred11,defect_broken,defect_flashover,defect_flashover,0.3619472218778977,True
val_img6_pred12,defect_flashover,defect_flashover,defect_flashover,0.3567589438641574,False
val_img6_pred13,insulator_ok,defect_flashover,defect_flashover,0.3654799066344788,True
val_img6_pred14,insulator_ok,defect_flashover,defect_flashover,0.3686760616269615,True
val_img6_pred15,defect_flashover,defect_flashover,defect_flashover,0.3512335969714173,False
val_img6_pred16,insulator_ok,defect_flashover,defect_flashover,0.3660363006820521,True
val_img6_pred17,insulator_ok,defect_flashover,defect_flashover,0.354747320453344,True
val_img6_pred18,insulator_ok,defect_flashover,defect_flashover,0.3639861242036118,True
val_img6_pred19,insulator_ok,defect_flashover,defect_flashover,0.3472350961205308,True
val_img6_pred20,insulator_ok,defect_flashover,defect_flashover,0.3683716208205595,True
val_img6_pred21,insulator_ok,defect_flashover,defect_flashover,0.3613447072288363,True
val_img6_pred22,defect_flashover,defect_flashover,defect_flashover,0.363317470696286,False
val_img6_pred23,defect_broken,defect_flashover,defect_flashover,0.3612945678176079,True
val_img6_pred24,insulator_ok,defect_flashover,defect_flashover,0.3645013854932732,True
val_img6_pred25,defect_flashover,defect_flashover,defect_flashover,0.3616068394687148,False
val_img6_pred26,insulator_ok,defect_flashover,defect_flashover,0.3487470123136381,True
val_img6_pred27,insulator_ok,defect_flashover,defect_flashover,0.3629168088221187,True
val_img6_pred28,defect_flashover,defect_flashover,defect_flashover,0.346170239032614,False
val_img6_pred29,insulator_ok,defect_flashover,defect_flashover,0.3477545031818165,True
val_img6_pred30,insulator_ok,defect_flashover,defect_flashover,0.3641742777818529,True
val_img6_pred31,defect_flashover,defect_flashover,defect_flashover,0.3573903888232836,False
val_img6_pred32,defect_broken,defect_flashover,defect_flashover,0.3609626940214344,True
val_img6_pred33,insulator_ok,defect_flashover,defect_flashover,0.3657969027732143,True
val_img6_pred34,defect_flashover,defect_flashover,defect_flashover,0.347295654237602,False
val_img6_pred35,insulator_ok,defect_flashover,defect_flashover,0.3423870424424038,True
val_img6_pred36,defect_broken,defect_flashover,defect_flashover,0.3588769700556362,True
val_img6_pred37,defect_flashover,defect_flashover,defect_flashover,0.3447224795517148,False
val_img6_pred38,insulator_ok,defect_flashover,defect_flashover,0.3413402268470727,True
val_img6_pred39,insulator_ok,defect_flashover,defect_flashover,0.3538054433011808,True
val_img6_pred40,defect_flashover,defect_flashover,defect_flashover,0.3534676084590785,False
val_img6_pred41,insulator_ok,defect_flashover,defect_flashover,0.3614938735409398,True
val_img6_pred42,defect_flashover,defect_flashover,defect_flashover,0.3628645251369602,False
val_img6_pred43,insulator_ok,defect_flashover,defect_flashover,0.3512635003286416,True
val_img6_pred44,insulator_ok,defect_flashover,defect_flashover,0.3498679330586766,True
val_img6_pred45,defect_flashover,defect_flashover,defect_flashover,0.3452881348521867,False
val_img6_pred46,insulator_ok,defect_flashover,defect_flashover,0.3661703104010905,True
val_img7_pred1,insulator_ok,insulator_ok,insulator_ok,0.3530431494936992,False
val_img7_pred2,defect_flashover,defect_broken,defect_broken,0.3419139498050091,True
val_img7_pred3,insulator_ok,insulator_ok,insulator_ok,0.3490741891026526,False
val_img7_pred4,unknown,insulator_ok,insulator_ok,0.349576458164084,True
val_img7_pred5,defect_flashover,defect_broken,defect_broken,0.3373511792717553,True
val_img7_pred6,defect_flashover,defect_broken,defect_broken,0.3384301966155363,True
val_img7_pred7,defect_flashover,insulator_ok,insulator_ok,0.3419839962844371,True
val_img7_pred8,defect_broken,defect_flashover,defect_flashover,0.3380300003215932,True
val_img7_pred9,defect_broken,insulator_ok,insulator_ok,0.3351657646736574,True
val_img7_pred10,defect_flashover,defect_broken,defect_broken,0.3378067813274023,True
val_img7_pred11,insulator_ok,insulator_ok,insulator_ok,0.3481574858965046,False
val_img7_pred12,insulator_ok,defect_broken,defect_broken,0.3413850944466867,True
val_img7_pred13,defect_broken,insulator_ok,insulator_ok,0.3515831346332773,True
val_img7_pred14,insulator_ok,insulator_ok,insulator_ok,0.3515674313507842,False
val_img7_pred15,defect_flashover,defect_broken,defect_broken,0.3410226606045357,True
val_img8_pred1,defect_flashover,defect_flashover,defect_flashover,0.3601627682132018,False
val_img8_pred2,defect_broken,defect_flashover,defect_flashover,0.3449937412415659,True
val_img8_pred3,insulator_ok,defect_flashover,defect_flashover,0.3473836578235835,True
val_img8_pred4,defect_flashover,defect_flashover,defect_flashover,0.3405637622818983,False
val_img8_pred5,defect_flashover,defect_flashover,defect_flashover,0.3541804748131117,False
val_img8_pred6,defect_flashover,defect_flashover,defect_flashover,0.35539382042897,False
val_img8_pred7,defect_broken,defect_flashover,defect_flashover,0.3614774839366851,True
val_img8_pred8,defect_flashover,defect_flashover,defect_flashover,0.3581889568858889,False
val_img8_pred9,defect_flashover,defect_flashover,defect_flashover,0.3461134682504427,False
val_img8_pred10,defect_flashover,defect_flashover,defect_flashover,0.3474554278106979,False
val_img8_pred11,defect_flashover,defect_flashover,defect_flashover,0.3468895808832924,False
val_img8_pred12,defect_flashover,defect_flashover,defect_flashover,0.3570687461754068,False
val_img8_pred13,insulator_ok,defect_flashover,defect_flashover,0.3475055931107228,True
val_img8_pred14,defect_flashover,defect_flashover,defect_flashover,0.358646960163682,False
val_img8_pred15,defect_broken,defect_flashover,defect_flashover,0.3561600653132446,True
val_img8_pred16,defect_flashover,defect_flashover,defect_flashover,0.3507055337692527,False
val_img8_pred17,defect_flashover,defect_flashover,defect_flashover,0.3513019129943887,False
val_img8_pred18,insulator_ok,defect_flashover,defect_flashover,0.3526811974590706,True
val_img8_pred19,defect_flashover,defect_flashover,defect_flashover,0.3569119250958813,False
val_img8_pred20,defect_flashover,defect_flashover,defect_flashover,0.3534034244848872,False
val_img8_pred21,defect_flashover,defect_flashover,defect_flashover,0.3488643878693425,False
val_img8_pred22,insulator_ok,defect_flashover,defect_flashover,0.3570409989458335,True
val_img8_pred23,unknown,defect_flashover,defect_flashover,0.3553445102671824,True
val_img8_pred24,insulator_ok,defect_flashover,defect_flashover,0.3527598369904424,True
val_img8_pred25,insulator_ok,defect_flashover,defect_flashover,0.3463193813100937,True
val_img8_pred26,defect_broken,defect_flashover,defect_flashover,0.3586931439769587,True
val_img8_pred27,defect_flashover,defect_flashover,defect_flashover,0.3493296319658189,False
val_img8_pred28,defect_flashover,defect_flashover,defect_flashover,0.3602170570727881,False
val_img8_pred29,insulator_ok,defect_flashover,defect_flashover,0.3576144564333778,True
val_img8_pred30,defect_flashover,defect_flashover,defect_flashover,0.3488046459990733,False
val_img8_pred31,defect_flashover,defect_flashover,defect_flashover,0.3489513349935614,False
val_img8_pred32,insulator_ok,defect_flashover,defect_flashover,0.3531884482373099,True
val_img8_pred33,insulator_ok,defect_flashover,defect_flashover,0.3504661878666061,True
val_img8_pred34,defect_broken,defect_flashover,defect_flashover,0.340126172898502,True
val_img8_pred35,defect_flashover,defect_flashover,defect_flashover,0.3480710761424868,False
val_img8_pred36,defect_flashover,defect_flashover,defect_flashover,0.3578599548931456,False
val_img8_pred37,unknown,defect_flashover,defect_flashover,0.3528236669201749,True
val_img8_pred38,defect_flashover,defect_flashover,defect_flashover,0.3505091290436588,False
val_img8_pred39,insulator_ok,defect_flashover,defect_flashover,0.3441979354809781,True
val_img8_pred40,defect_flashover,defect_flashover,defect_flashover,0.3444804955918479,False
val_img8_pred41,insulator_ok,defect_flashover,defect_flashover,0.351234988019422,True
val_img8_pred42,insulator_ok,defect_flashover,defect_flashover,0.3595619925706791,True
val_img8_pred43,insulator_ok,defect_flashover,defect_flashover,0.349399677556048,True
val_img8_pred44,defect_flashover,defect_flashover,defect_flashover,0.3450869454432826,False
val_img8_pred45,insulator_ok,defect_flashover,defect_flashover,0.351674418345935,True
val_img8_pred46,unknown,defect_flashover,defect_flashover,0.3524246864635497,True
val_img8_pred47,defect_flashover,defect_flashover,defect_flashover,0.3476338569762494,False
val_img8_pred48,insulator_ok,defect_flashover,defect_flashover,0.3501261657120907,True
val_img8_pred49,defect_flashover,defect_flashover,defect_flashover,0.3548126345782162,False
val_img8_pred50,defect_flashover,defect_flashover,defect_flashover,0.3498076734280727,False
val_img8_pred51,insulator_ok,defect_flashover,defect_flashover,0.3400931408403078,True
val_img8_pred52,insulator_ok,defect_flashover,defect_flashover,0.3509914933160672,True
val_img8_pred53,insulator_ok,defect_flashover,defect_flashover,0.3379934283733851,True
val_img8_pred54,defect_flashover,defect_flashover,defect_flashover,0.3511415159789921,False
val_img8_pred55,unknown,defect_flashover,defect_flashover,0.3570514483047856,True
val_img8_pred56,defect_flashover,defect_flashover,defect_flashover,0.3443443594235735,False
val_img8_pred57,defect_flashover,defect_flashover,defect_flashover,0.3443255031040285,False
val_img8_pred58,defect_flashover,defect_flashover,defect_flashover,0.3491828520992637,False
val_img8_pred59,insulator_ok,defect_flashover,defect_flashover,0.3397037901619916,True
val_img8_pred60,insulator_ok,defect_flashover,defect_flashover,0.351577651835029,True
val_img8_pred61,defect_flashover,defect_flashover,defect_flashover,0.3393773718915603,False
val_img8_pred62,defect_flashover,defect_flashover,defect_flashover,0.3563026366923663,False
val_img8_pred63,defect_flashover,defect_flashover,defect_flashover,0.3537166600097851,False
val_img8_pred64,defect_flashover,defect_flashover,defect_flashover,0.3553760421591972,False
val_img8_pred65,defect_broken,defect_flashover,defect_flashover,0.3463461660848988,True
val_img8_pred66,defect_flashover,defect_flashover,defect_flashover,0.3502537040062261,False
val_img8_pred67,insulator_ok,defect_flashover,defect_flashover,0.3484306202873712,True
val_img8_pred68,defect_flashover,defect_flashover,defect_flashover,0.351210112104282,False
val_img8_pred69,defect_flashover,defect_flashover,defect_flashover,0.3567955739031079,False
val_img8_pred70,defect_broken,defect_flashover,defect_flashover,0.3572375965580783,True
val_img8_pred71,insulator_ok,defect_flashover,defect_flashover,0.353575166673225,True
val_img8_pred72,insulator_ok,defect_flashover,defect_flashover,0.3565325080231961,True
val_img8_pred73,defect_flashover,defect_flashover,defect_flashover,0.3484594802388143,False
