record_id,qwen_class,dinov2_class,hybrid_class,confidence,policy,reason,changed
val_img5_pred2,defect_flashover,defect_flashover,defect_flashover,0.3653791142481156,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img5_pred3,defect_flashover,defect_flashover,defect_flashover,0.3493257213785969,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img5_pred4,defect_flashover,defect_flashover,defect_flashover,0.3485075607839409,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img5_pred5,unknown,defect_flashover,defect_flashover,0.3566214138552985,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img5_pred6,defect_flashover,defect_flashover,defect_flashover,0.3510278150855424,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img5_pred7,unknown,defect_flashover,defect_flashover,0.3479512184656094,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img5_pred8,insulator_ok,defect_flashover,insulator_ok,0.3396415150257929,qwen_ok_veto_flash_lt034,qwen_ok_veto_flash_lt_0.34,False
val_img5_pred9,unknown,defect_flashover,defect_flashover,0.3627416281472964,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img5_pred10,defect_flashover,defect_flashover,defect_flashover,0.3520483811181899,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img5_pred11,defect_flashover,defect_flashover,defect_flashover,0.3643157123245494,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img5_pred12,defect_flashover,defect_flashover,defect_flashover,0.3703495042216878,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img5_pred13,defect_flashover,defect_flashover,defect_flashover,0.3615722931609233,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img5_pred14,defect_flashover,defect_flashover,defect_flashover,0.3543682926597755,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img5_pred15,defect_flashover,defect_flashover,defect_flashover,0.3506637557229413,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred1,insulator_ok,defect_flashover,defect_flashover,0.3671599609066845,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred2,defect_flashover,defect_flashover,defect_flashover,0.3691472781132865,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred3,defect_flashover,defect_flashover,defect_flashover,0.3696141418893532,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred4,defect_flashover,defect_flashover,defect_flashover,0.3524724997522478,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred5,defect_flashover,defect_flashover,defect_flashover,0.3605731771356733,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred6,defect_flashover,defect_flashover,defect_flashover,0.3469099497366559,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred7,defect_flashover,defect_flashover,defect_flashover,0.3643218013299313,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred8,insulator_ok,defect_flashover,defect_flashover,0.365700997126448,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred9,insulator_ok,defect_flashover,defect_flashover,0.3642317996179873,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred10,insulator_ok,defect_flashover,defect_flashover,0.3623422488424689,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred11,defect_broken,defect_flashover,defect_flashover,0.3619472218778977,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred12,defect_flashover,defect_flashover,defect_flashover,0.3567589438641574,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred13,insulator_ok,defect_flashover,defect_flashover,0.3654799066344788,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred14,insulator_ok,defect_flashover,defect_flashover,0.3686760616269615,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred15,defect_flashover,defect_flashover,defect_flashover,0.3512335969714173,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred16,insulator_ok,defect_flashover,defect_flashover,0.3660363006820521,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred17,insulator_ok,defect_flashover,defect_flashover,0.354747320453344,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred18,insulator_ok,defect_flashover,defect_flashover,0.3639861242036118,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred19,insulator_ok,defect_flashover,defect_flashover,0.3472350961205308,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred20,insulator_ok,defect_flashover,defect_flashover,0.3683716208205595,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred21,insulator_ok,defect_flashover,defect_flashover,0.3613447072288363,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred22,defect_flashover,defect_flashover,defect_flashover,0.363317470696286,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred23,defect_broken,defect_flashover,defect_flashover,0.3612945678176079,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred24,insulator_ok,defect_flashover,defect_flashover,0.3645013854932732,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred25,defect_flashover,defect_flashover,defect_flashover,0.3616068394687148,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred26,insulator_ok,defect_flashover,defect_flashover,0.3487470123136381,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred27,insulator_ok,defect_flashover,defect_flashover,0.3629168088221187,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred28,defect_flashover,defect_flashover,defect_flashover,0.346170239032614,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred29,insulator_ok,defect_flashover,defect_flashover,0.3477545031818165,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred30,insulator_ok,defect_flashover,defect_flashover,0.3641742777818529,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred31,defect_flashover,defect_flashover,defect_flashover,0.3573903888232836,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred32,defect_broken,defect_flashover,defect_flashover,0.3609626940214344,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred33,insulator_ok,defect_flashover,defect_flashover,0.3657969027732143,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred34,defect_flashover,defect_flashover,defect_flashover,0.347295654237602,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred35,insulator_ok,defect_flashover,defect_flashover,0.3423870424424038,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred36,defect_broken,defect_flashover,defect_flashover,0.3588769700556362,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred37,defect_flashover,defect_flashover,defect_flashover,0.3447224795517148,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred38,insulator_ok,defect_flashover,defect_flashover,0.3413402268470727,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred39,insulator_ok,defect_flashover,defect_flashover,0.3538054433011808,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred40,defect_flashover,defect_flashover,defect_flashover,0.3534676084590785,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred41,insulator_ok,defect_flashover,defect_flashover,0.3614938735409398,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred42,defect_flashover,defect_flashover,defect_flashover,0.3628645251369602,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred43,insulator_ok,defect_flashover,defect_flashover,0.3512635003286416,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred44,insulator_ok,defect_flashover,defect_flashover,0.3498679330586766,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img6_pred45,defect_flashover,defect_flashover,defect_flashover,0.3452881348521867,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img6_pred46,insulator_ok,defect_flashover,defect_flashover,0.3661703104010905,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred1,insulator_ok,insulator_ok,insulator_ok,0.3530431494936992,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img7_pred2,defect_flashover,defect_broken,defect_broken,0.3419139498050091,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred3,insulator_ok,insulator_ok,insulator_ok,0.3490741891026526,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img7_pred4,unknown,insulator_ok,insulator_ok,0.349576458164084,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred5,defect_flashover,defect_broken,defect_broken,0.3373511792717553,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred6,defect_flashover,defect_broken,defect_broken,0.3384301966155363,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred7,defect_flashover,insulator_ok,insulator_ok,0.3419839962844371,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred8,defect_broken,defect_flashover,defect_flashover,0.3380300003215932,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred9,defect_broken,insulator_ok,insulator_ok,0.3351657646736574,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred10,defect_flashover,defect_broken,defect_broken,0.3378067813274023,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred11,insulator_ok,insulator_ok,insulator_ok,0.3481574858965046,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img7_pred12,insulator_ok,defect_broken,defect_broken,0.3413850944466867,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred13,defect_broken,insulator_ok,insulator_ok,0.3515831346332773,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img7_pred14,insulator_ok,insulator_ok,insulator_ok,0.3515674313507842,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img7_pred15,defect_flashover,defect_broken,defect_broken,0.3410226606045357,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred1,defect_flashover,defect_flashover,defect_flashover,0.3601627682132018,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred2,defect_broken,defect_flashover,defect_flashover,0.3449937412415659,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred3,insulator_ok,defect_flashover,defect_flashover,0.3473836578235835,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred4,defect_flashover,defect_flashover,defect_flashover,0.3405637622818983,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred5,defect_flashover,defect_flashover,defect_flashover,0.3541804748131117,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred6,defect_flashover,defect_flashover,defect_flashover,0.35539382042897,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred7,defect_broken,defect_flashover,defect_flashover,0.3614774839366851,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred8,defect_flashover,defect_flashover,defect_flashover,0.3581889568858889,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred9,defect_flashover,defect_flashover,defect_flashover,0.3461134682504427,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred10,defect_flashover,defect_flashover,defect_flashover,0.3474554278106979,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred11,defect_flashover,defect_flashover,defect_flashover,0.3468895808832924,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred12,defect_flashover,defect_flashover,defect_flashover,0.3570687461754068,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred13,insulator_ok,defect_flashover,defect_flashover,0.3475055931107228,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred14,defect_flashover,defect_flashover,defect_flashover,0.358646960163682,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred15,defect_broken,defect_flashover,defect_flashover,0.3561600653132446,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred16,defect_flashover,defect_flashover,defect_flashover,0.3507055337692527,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred17,defect_flashover,defect_flashover,defect_flashover,0.3513019129943887,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred18,insulator_ok,defect_flashover,defect_flashover,0.3526811974590706,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred19,defect_flashover,defect_flashover,defect_flashover,0.3569119250958813,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred20,defect_flashover,defect_flashover,defect_flashover,0.3534034244848872,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred21,defect_flashover,defect_flashover,defect_flashover,0.3488643878693425,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred22,insulator_ok,defect_flashover,defect_flashover,0.3570409989458335,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred23,unknown,defect_flashover,defect_flashover,0.3553445102671824,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred24,insulator_ok,defect_flashover,defect_flashover,0.3527598369904424,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred25,insulator_ok,defect_flashover,defect_flashover,0.3463193813100937,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred26,defect_broken,defect_flashover,defect_flashover,0.3586931439769587,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred27,defect_flashover,defect_flashover,defect_flashover,0.3493296319658189,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred28,defect_flashover,defect_flashover,defect_flashover,0.3602170570727881,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred29,insulator_ok,defect_flashover,defect_flashover,0.3576144564333778,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred30,defect_flashover,defect_flashover,defect_flashover,0.3488046459990733,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred31,defect_flashover,defect_flashover,defect_flashover,0.3489513349935614,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred32,insulator_ok,defect_flashover,defect_flashover,0.3531884482373099,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred33,insulator_ok,defect_flashover,defect_flashover,0.3504661878666061,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred34,defect_broken,defect_flashover,defect_flashover,0.340126172898502,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred35,defect_flashover,defect_flashover,defect_flashover,0.3480710761424868,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred36,defect_flashover,defect_flashover,defect_flashover,0.3578599548931456,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred37,unknown,defect_flashover,defect_flashover,0.3528236669201749,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred38,defect_flashover,defect_flashover,defect_flashover,0.3505091290436588,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred39,insulator_ok,defect_flashover,defect_flashover,0.3441979354809781,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred40,defect_flashover,defect_flashover,defect_flashover,0.3444804955918479,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred41,insulator_ok,defect_flashover,defect_flashover,0.351234988019422,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred42,insulator_ok,defect_flashover,defect_flashover,0.3595619925706791,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred43,insulator_ok,defect_flashover,defect_flashover,0.349399677556048,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred44,defect_flashover,defect_flashover,defect_flashover,0.3450869454432826,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred45,insulator_ok,defect_flashover,defect_flashover,0.351674418345935,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred46,unknown,defect_flashover,defect_flashover,0.3524246864635497,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred47,defect_flashover,defect_flashover,defect_flashover,0.3476338569762494,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred48,insulator_ok,defect_flashover,defect_flashover,0.3501261657120907,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred49,defect_flashover,defect_flashover,defect_flashover,0.3548126345782162,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred50,defect_flashover,defect_flashover,defect_flashover,0.3498076734280727,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred51,insulator_ok,defect_flashover,defect_flashover,0.3400931408403078,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred52,insulator_ok,defect_flashover,defect_flashover,0.3509914933160672,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred53,insulator_ok,defect_flashover,insulator_ok,0.3379934283733851,qwen_ok_veto_flash_lt034,qwen_ok_veto_flash_lt_0.34,False
val_img8_pred54,defect_flashover,defect_flashover,defect_flashover,0.3511415159789921,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred55,unknown,defect_flashover,defect_flashover,0.3570514483047856,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred56,defect_flashover,defect_flashover,defect_flashover,0.3443443594235735,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred57,defect_flashover,defect_flashover,defect_flashover,0.3443255031040285,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred58,defect_flashover,defect_flashover,defect_flashover,0.3491828520992637,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred59,insulator_ok,defect_flashover,insulator_ok,0.3397037901619916,qwen_ok_veto_flash_lt034,qwen_ok_veto_flash_lt_0.34,False
val_img8_pred60,insulator_ok,defect_flashover,defect_flashover,0.351577651835029,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred61,defect_flashover,defect_flashover,defect_flashover,0.3393773718915603,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred62,defect_flashover,defect_flashover,defect_flashover,0.3563026366923663,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred63,defect_flashover,defect_flashover,defect_flashover,0.3537166600097851,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred64,defect_flashover,defect_flashover,defect_flashover,0.3553760421591972,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred65,defect_broken,defect_flashover,defect_flashover,0.3463461660848988,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred66,defect_flashover,defect_flashover,defect_flashover,0.3502537040062261,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred67,insulator_ok,defect_flashover,defect_flashover,0.3484306202873712,qwen_ok_veto_flash_lt034,hard_dinov2,True
val_img8_pred68,defect_flashover,defect_flashover,defect_flashover,0.351210112104282,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred69,defect_flashover,defect_flashover,defect_flashover,0.3567955739031079,qwen_ok_veto_flash_lt034,hard_dinov2,False
val_img8_pred70,defect_broken,defect_flashover,defect_flashover,0.3572375965580783,qwen_ok_veto_flash_lt034,hard_dinov2,True
