record_id,qwen_class,raw_top_class,second_best_class,hybrid_class,confidence,policy,changed
val_img2_pred3,defect_flashover,defect_broken,insulator_ok,defect_broken,0.4753907390750211,cvgrid_C1_second_best_t0p38,True
val_img2_pred4,defect_broken,defect_broken,insulator_ok,defect_broken,0.4002200069290479,cvgrid_C1_second_best_t0p38,False
val_img2_pred5,insulator_ok,defect_broken,insulator_ok,defect_broken,0.4441392535627557,cvgrid_C1_second_best_t0p38,True
val_img2_pred6,defect_broken,insulator_ok,defect_broken,insulator_ok,0.4927292113865293,cvgrid_C1_second_best_t0p38,True
val_img2_pred7,defect_broken,insulator_ok,defect_broken,insulator_ok,0.5370204396751909,cvgrid_C1_second_best_t0p38,True
val_img2_pred8,defect_broken,insulator_ok,defect_broken,insulator_ok,0.4719850287577799,cvgrid_C1_second_best_t0p38,True
val_img2_pred9,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.4403622933778743,cvgrid_C1_second_best_t0p38,False
val_img2_pred10,defect_broken,defect_broken,insulator_ok,defect_broken,0.4492549311998984,cvgrid_C1_second_best_t0p38,False
val_img2_pred11,defect_broken,defect_broken,insulator_ok,defect_broken,0.4853105066786402,cvgrid_C1_second_best_t0p38,False
val_img2_pred12,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.5238490472094807,cvgrid_C1_second_best_t0p38,False
val_img2_pred13,defect_flashover,insulator_ok,defect_broken,insulator_ok,0.449046185336109,cvgrid_C1_second_best_t0p38,True
val_img2_pred14,defect_broken,defect_broken,insulator_ok,defect_broken,0.4508783727295232,cvgrid_C1_second_best_t0p38,False
val_img2_pred15,defect_broken,insulator_ok,defect_broken,insulator_ok,0.4912772065188079,cvgrid_C1_second_best_t0p38,True
val_img2_pred16,insulator_ok,defect_broken,insulator_ok,defect_broken,0.4516586566163783,cvgrid_C1_second_best_t0p38,True
val_img2_pred17,defect_broken,defect_broken,insulator_ok,defect_broken,0.4826425499904358,cvgrid_C1_second_best_t0p38,False
val_img2_pred18,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.546458843761509,cvgrid_C1_second_best_t0p38,False
val_img2_pred19,insulator_ok,defect_broken,insulator_ok,defect_broken,0.4425941357961563,cvgrid_C1_second_best_t0p38,True
val_img2_pred20,defect_broken,defect_broken,insulator_ok,defect_broken,0.4430938250479921,cvgrid_C1_second_best_t0p38,False
val_img2_pred21,defect_broken,insulator_ok,defect_broken,insulator_ok,0.5126916661213216,cvgrid_C1_second_best_t0p38,True
val_img2_pred22,insulator_ok,defect_broken,insulator_ok,defect_broken,0.5212494861033576,cvgrid_C1_second_best_t0p38,True
val_img2_pred23,defect_flashover,defect_broken,insulator_ok,defect_broken,0.5027282856068586,cvgrid_C1_second_best_t0p38,True
val_img2_pred24,defect_broken,insulator_ok,defect_broken,insulator_ok,0.5490101222412332,cvgrid_C1_second_best_t0p38,True
val_img3_pred1,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3907782863998402,cvgrid_C1_second_best_t0p38,True
val_img3_pred2,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4085096916685194,cvgrid_C1_second_best_t0p38,True
val_img3_pred3,unknown,insulator_ok,defect_flashover,insulator_ok,0.3972469481530751,cvgrid_C1_second_best_t0p38,True
val_img3_pred4,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.451538843641753,cvgrid_C1_second_best_t0p38,True
val_img3_pred5,defect_broken,insulator_ok,defect_flashover,insulator_ok,0.4113791969863765,cvgrid_C1_second_best_t0p38,True
val_img3_pred6,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4297759231917728,cvgrid_C1_second_best_t0p38,False
val_img3_pred7,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3754075666655145,cvgrid_C1_second_best_t0p38,False
val_img3_pred8,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.4276483753405657,cvgrid_C1_second_best_t0p38,True
val_img3_pred9,defect_broken,insulator_ok,defect_broken,insulator_ok,0.4326773669549975,cvgrid_C1_second_best_t0p38,True
val_img3_pred10,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4618358605224038,cvgrid_C1_second_best_t0p38,True
val_img3_pred11,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4245075937754738,cvgrid_C1_second_best_t0p38,False
val_img3_pred12,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.3846397971496091,cvgrid_C1_second_best_t0p38,True
val_img3_pred13,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4077580352346871,cvgrid_C1_second_best_t0p38,False
val_img3_pred14,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4263881001878193,cvgrid_C1_second_best_t0p38,True
val_img3_pred15,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4025832886771358,cvgrid_C1_second_best_t0p38,False
val_img3_pred16,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4314581699579807,cvgrid_C1_second_best_t0p38,True
val_img3_pred17,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.424794763792457,cvgrid_C1_second_best_t0p38,False
val_img3_pred18,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.4519790873207444,cvgrid_C1_second_best_t0p38,False
val_img3_pred19,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4187543001805923,cvgrid_C1_second_best_t0p38,False
val_img4_pred1,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.3965820806743889,cvgrid_C1_second_best_t0p38,True
val_img4_pred2,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.3620477524578279,cvgrid_C1_second_best_t0p38,True
val_img4_pred3,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.4824563896168211,cvgrid_C1_second_best_t0p38,True
val_img4_pred4,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.3796455023389566,cvgrid_C1_second_best_t0p38,True
val_img4_pred5,defect_flashover,insulator_ok,defect_broken,insulator_ok,0.4043260228891484,cvgrid_C1_second_best_t0p38,True
val_img4_pred6,defect_flashover,insulator_ok,defect_broken,insulator_ok,0.3964303945505624,cvgrid_C1_second_best_t0p38,True
val_img5_pred1,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4502997205342777,cvgrid_C1_second_best_t0p38,False
val_img5_pred2,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.6818886090374678,cvgrid_C1_second_best_t0p38,False
val_img5_pred3,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4172856486860206,cvgrid_C1_second_best_t0p38,False
val_img5_pred4,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.4226879087609345,cvgrid_C1_second_best_t0p38,True
val_img5_pred5,unknown,defect_flashover,insulator_ok,defect_flashover,0.5053789580591749,cvgrid_C1_second_best_t0p38,True
val_img5_pred6,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4578354362469056,cvgrid_C1_second_best_t0p38,False
val_img5_pred7,unknown,insulator_ok,defect_flashover,insulator_ok,0.4265182166366948,cvgrid_C1_second_best_t0p38,True
val_img5_pred8,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4031259390434475,cvgrid_C1_second_best_t0p38,True
val_img5_pred9,unknown,defect_flashover,insulator_ok,defect_flashover,0.568978784414613,cvgrid_C1_second_best_t0p38,True
val_img5_pred10,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.465879976645329,cvgrid_C1_second_best_t0p38,False
val_img5_pred11,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5903195828359535,cvgrid_C1_second_best_t0p38,False
val_img5_pred12,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.7144093666218292,cvgrid_C1_second_best_t0p38,False
val_img5_pred13,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.558796747518009,cvgrid_C1_second_best_t0p38,False
val_img5_pred14,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5686831010482969,cvgrid_C1_second_best_t0p38,False
val_img5_pred15,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4285326437365731,cvgrid_C1_second_best_t0p38,False
val_img6_pred1,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.6152145709789436,cvgrid_C1_second_best_t0p38,True
val_img6_pred2,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.6421978764749737,cvgrid_C1_second_best_t0p38,False
val_img6_pred3,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.6713185497186355,cvgrid_C1_second_best_t0p38,False
val_img6_pred4,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5652368516451597,cvgrid_C1_second_best_t0p38,False
val_img6_pred5,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5262000213954515,cvgrid_C1_second_best_t0p38,False
val_img6_pred6,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4221573381382691,cvgrid_C1_second_best_t0p38,False
val_img6_pred7,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.6021977138132713,cvgrid_C1_second_best_t0p38,False
val_img6_pred8,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.594699175949909,cvgrid_C1_second_best_t0p38,True
val_img6_pred9,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5937196788390262,cvgrid_C1_second_best_t0p38,True
val_img6_pred10,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.548747456769211,cvgrid_C1_second_best_t0p38,True
val_img6_pred11,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.5651128217384992,cvgrid_C1_second_best_t0p38,True
val_img6_pred12,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.6043114461598892,cvgrid_C1_second_best_t0p38,False
val_img6_pred13,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5831141721923613,cvgrid_C1_second_best_t0p38,True
val_img6_pred14,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.6569983153701777,cvgrid_C1_second_best_t0p38,True
val_img6_pred15,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.5282656523383782,cvgrid_C1_second_best_t0p38,False
val_img6_pred16,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5948220481175162,cvgrid_C1_second_best_t0p38,True
val_img6_pred17,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4646216253232923,cvgrid_C1_second_best_t0p38,True
val_img6_pred18,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5718378128567118,cvgrid_C1_second_best_t0p38,True
val_img6_pred19,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.461890080085252,cvgrid_C1_second_best_t0p38,True
val_img6_pred20,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.6528010564738853,cvgrid_C1_second_best_t0p38,True
val_img6_pred21,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5456671687327699,cvgrid_C1_second_best_t0p38,True
val_img6_pred22,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.584624442338702,cvgrid_C1_second_best_t0p38,False
val_img6_pred23,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.5570135780118596,cvgrid_C1_second_best_t0p38,True
val_img6_pred24,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5833162178454877,cvgrid_C1_second_best_t0p38,True
val_img6_pred25,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5696492243062267,cvgrid_C1_second_best_t0p38,False
val_img6_pred26,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.471701525088955,cvgrid_C1_second_best_t0p38,True
val_img6_pred27,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5763529462019916,cvgrid_C1_second_best_t0p38,True
val_img6_pred28,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4269242637120982,cvgrid_C1_second_best_t0p38,False
val_img6_pred29,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4441894388813381,cvgrid_C1_second_best_t0p38,False
val_img6_pred30,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5728431000578073,cvgrid_C1_second_best_t0p38,True
val_img6_pred31,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4820077531145247,cvgrid_C1_second_best_t0p38,False
val_img6_pred32,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.5720881247889252,cvgrid_C1_second_best_t0p38,True
val_img6_pred33,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.6348543988211367,cvgrid_C1_second_best_t0p38,True
val_img6_pred34,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4745721417437549,cvgrid_C1_second_best_t0p38,False
val_img6_pred35,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4046237752023163,cvgrid_C1_second_best_t0p38,False
val_img6_pred36,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.5059623919704431,cvgrid_C1_second_best_t0p38,True
val_img6_pred37,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.4139335631624504,cvgrid_C1_second_best_t0p38,True
val_img6_pred38,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4424567638570294,cvgrid_C1_second_best_t0p38,False
val_img6_pred39,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5317104662606701,cvgrid_C1_second_best_t0p38,True
val_img6_pred40,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5014199201754415,cvgrid_C1_second_best_t0p38,False
val_img6_pred41,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5496528398713428,cvgrid_C1_second_best_t0p38,True
val_img6_pred42,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5603401396087989,cvgrid_C1_second_best_t0p38,False
val_img6_pred43,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5014848942432201,cvgrid_C1_second_best_t0p38,True
val_img6_pred44,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4731621371443,cvgrid_C1_second_best_t0p38,True
val_img6_pred45,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4485717124915746,cvgrid_C1_second_best_t0p38,False
val_img6_pred46,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.6104446565116775,cvgrid_C1_second_best_t0p38,True
val_img7_pred1,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.7023344607137377,cvgrid_C1_second_best_t0p38,False
val_img7_pred2,defect_flashover,defect_broken,insulator_ok,defect_broken,0.4646939246941707,cvgrid_C1_second_best_t0p38,True
val_img7_pred3,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.6285527438204687,cvgrid_C1_second_best_t0p38,False
val_img7_pred4,unknown,insulator_ok,defect_broken,insulator_ok,0.6420105411651336,cvgrid_C1_second_best_t0p38,True
val_img7_pred5,defect_flashover,defect_broken,defect_flashover,defect_broken,0.4114075719582754,cvgrid_C1_second_best_t0p38,True
val_img7_pred6,defect_flashover,defect_broken,defect_flashover,defect_broken,0.4249124797282015,cvgrid_C1_second_best_t0p38,True
val_img7_pred7,defect_flashover,insulator_ok,defect_broken,insulator_ok,0.4614241054948358,cvgrid_C1_second_best_t0p38,True
val_img7_pred8,defect_broken,defect_broken,defect_flashover,defect_broken,0.4220109303979139,cvgrid_C1_second_best_t0p38,False
val_img7_pred9,defect_broken,insulator_ok,defect_broken,insulator_ok,0.3929628142071132,cvgrid_C1_second_best_t0p38,True
val_img7_pred10,defect_flashover,defect_broken,insulator_ok,defect_broken,0.4117994628344258,cvgrid_C1_second_best_t0p38,True
val_img7_pred11,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.6140652792589945,cvgrid_C1_second_best_t0p38,False
val_img7_pred12,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.4323472541068591,cvgrid_C1_second_best_t0p38,False
val_img7_pred13,defect_broken,insulator_ok,defect_broken,insulator_ok,0.6720722706904041,cvgrid_C1_second_best_t0p38,True
val_img7_pred14,insulator_ok,insulator_ok,defect_broken,insulator_ok,0.6778662215794375,cvgrid_C1_second_best_t0p38,False
val_img7_pred15,defect_flashover,defect_broken,insulator_ok,defect_broken,0.445392025739115,cvgrid_C1_second_best_t0p38,True
val_img8_pred1,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.6605647908019158,cvgrid_C1_second_best_t0p38,False
val_img8_pred2,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.393044417134593,cvgrid_C1_second_best_t0p38,True
val_img8_pred3,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4269172102888929,cvgrid_C1_second_best_t0p38,True
val_img8_pred4,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.464174592105355,cvgrid_C1_second_best_t0p38,True
val_img8_pred5,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4557497216117843,cvgrid_C1_second_best_t0p38,False
val_img8_pred6,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4872264342492836,cvgrid_C1_second_best_t0p38,False
val_img8_pred7,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.5657448029648908,cvgrid_C1_second_best_t0p38,True
val_img8_pred8,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5192091527929661,cvgrid_C1_second_best_t0p38,False
val_img8_pred9,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4027042419389887,cvgrid_C1_second_best_t0p38,False
val_img8_pred10,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4298766138783448,cvgrid_C1_second_best_t0p38,False
val_img8_pred11,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.4507040979345405,cvgrid_C1_second_best_t0p38,True
val_img8_pred12,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4989946159267909,cvgrid_C1_second_best_t0p38,False
val_img8_pred13,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4056317337867619,cvgrid_C1_second_best_t0p38,True
val_img8_pred14,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4907769899611343,cvgrid_C1_second_best_t0p38,False
val_img8_pred15,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.5113509755741805,cvgrid_C1_second_best_t0p38,True
val_img8_pred16,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.5539632922728019,cvgrid_C1_second_best_t0p38,False
val_img8_pred17,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.5561743961953275,cvgrid_C1_second_best_t0p38,False
val_img8_pred18,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5276462102993524,cvgrid_C1_second_best_t0p38,True
val_img8_pred19,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.6116275160034972,cvgrid_C1_second_best_t0p38,False
val_img8_pred20,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4824495813115817,cvgrid_C1_second_best_t0p38,False
val_img8_pred21,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4019847254823677,cvgrid_C1_second_best_t0p38,False
val_img8_pred22,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5382038076484142,cvgrid_C1_second_best_t0p38,True
val_img8_pred23,unknown,defect_flashover,insulator_ok,defect_flashover,0.4948052346952759,cvgrid_C1_second_best_t0p38,True
val_img8_pred24,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5185176096862748,cvgrid_C1_second_best_t0p38,True
val_img8_pred25,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4668274466305029,cvgrid_C1_second_best_t0p38,True
val_img8_pred26,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.5290835493788615,cvgrid_C1_second_best_t0p38,True
val_img8_pred27,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.405328533094897,cvgrid_C1_second_best_t0p38,True
val_img8_pred28,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.508711538217824,cvgrid_C1_second_best_t0p38,False
val_img8_pred29,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5323382726527796,cvgrid_C1_second_best_t0p38,True
val_img8_pred30,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4677920728147258,cvgrid_C1_second_best_t0p38,False
val_img8_pred31,defect_flashover,defect_flashover,defect_broken,defect_flashover,0.5307913969107724,cvgrid_C1_second_best_t0p38,False
val_img8_pred32,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4869311486625811,cvgrid_C1_second_best_t0p38,True
val_img8_pred33,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4654532542779225,cvgrid_C1_second_best_t0p38,True
val_img8_pred34,defect_broken,insulator_ok,defect_flashover,insulator_ok,0.4779428081678882,cvgrid_C1_second_best_t0p38,True
val_img8_pred35,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4745005964283825,cvgrid_C1_second_best_t0p38,False
val_img8_pred36,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5200911467932414,cvgrid_C1_second_best_t0p38,False
val_img8_pred37,unknown,defect_flashover,insulator_ok,defect_flashover,0.5262666746540504,cvgrid_C1_second_best_t0p38,True
val_img8_pred38,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4410207557485344,cvgrid_C1_second_best_t0p38,False
val_img8_pred39,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.406372044299741,cvgrid_C1_second_best_t0p38,True
val_img8_pred40,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.3988098809310372,cvgrid_C1_second_best_t0p38,True
val_img8_pred41,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4488174167634528,cvgrid_C1_second_best_t0p38,True
val_img8_pred42,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.5632346526172936,cvgrid_C1_second_best_t0p38,True
val_img8_pred43,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4178892460784439,cvgrid_C1_second_best_t0p38,True
val_img8_pred44,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.4378381580927684,cvgrid_C1_second_best_t0p38,True
val_img8_pred45,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4489533116317912,cvgrid_C1_second_best_t0p38,False
val_img8_pred46,unknown,defect_flashover,insulator_ok,defect_flashover,0.5204509226182243,cvgrid_C1_second_best_t0p38,True
val_img8_pred47,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4195087755518991,cvgrid_C1_second_best_t0p38,False
val_img8_pred48,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4823324308991787,cvgrid_C1_second_best_t0p38,True
val_img8_pred49,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4741157241229764,cvgrid_C1_second_best_t0p38,False
val_img8_pred50,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4151782861055037,cvgrid_C1_second_best_t0p38,False
val_img8_pred51,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4428873437645996,cvgrid_C1_second_best_t0p38,False
val_img8_pred52,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4803811057088111,cvgrid_C1_second_best_t0p38,True
val_img8_pred53,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.470902260612131,cvgrid_C1_second_best_t0p38,False
val_img8_pred54,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4769445494829329,cvgrid_C1_second_best_t0p38,False
val_img8_pred55,unknown,defect_flashover,insulator_ok,defect_flashover,0.5382625072930084,cvgrid_C1_second_best_t0p38,True
val_img8_pred56,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4055369280014041,cvgrid_C1_second_best_t0p38,False
val_img8_pred57,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.4504295001478338,cvgrid_C1_second_best_t0p38,True
val_img8_pred58,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.424345307986983,cvgrid_C1_second_best_t0p38,False
val_img8_pred59,insulator_ok,insulator_ok,defect_flashover,insulator_ok,0.4461927659392855,cvgrid_C1_second_best_t0p38,False
val_img8_pred60,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4151920068056736,cvgrid_C1_second_best_t0p38,True
val_img8_pred61,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.4629685893630452,cvgrid_C1_second_best_t0p38,True
val_img8_pred62,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5562616497271192,cvgrid_C1_second_best_t0p38,False
val_img8_pred63,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4708259288681016,cvgrid_C1_second_best_t0p38,False
val_img8_pred64,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.5265549295107325,cvgrid_C1_second_best_t0p38,False
val_img8_pred65,defect_broken,defect_flashover,defect_broken,defect_flashover,0.514699246620316,cvgrid_C1_second_best_t0p38,True
val_img8_pred66,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.4505949586051171,cvgrid_C1_second_best_t0p38,False
val_img8_pred67,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4604117291134151,cvgrid_C1_second_best_t0p38,True
val_img8_pred68,defect_flashover,insulator_ok,defect_flashover,insulator_ok,0.4166904687841541,cvgrid_C1_second_best_t0p38,True
val_img8_pred69,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.6109326796203662,cvgrid_C1_second_best_t0p38,False
val_img8_pred70,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.5482121027843161,cvgrid_C1_second_best_t0p38,True
val_img8_pred71,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.4295771329950471,cvgrid_C1_second_best_t0p38,True
